
NOTICE: Existing SQLite export found: nsys_reports/qwen3_fp8_v6.sqlite
        It is assumed file was previously exported from: nsys_reports/qwen3_fp8_v6.nsys-rep
        Consider using --force-export=true if needed.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/nvtx_sum.py]... 

 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)       Med (ns)      Min (ns)     Max (ns)    StdDev (ns)   Style             Range           
      0.8       42,738,590      6,204      6,888.9      3,584.0      3,360    286,720     18,396.0  void vllm::rms_norm_per_block_quant_kernel<c10::BFloat16, c10::Float8_e4m3fn, (bool)1, (bool)1, (in…
      0.8       39,923,936      6,204      6,435.2      1,312.0      1,248    200,224     28,561.4  triton_poi_fused_3                                                                                  
      0.6       31,355,323      6,336      4,948.8      4,000.0      1,728    132,864      7,766.8  void vllm::reshape_and_cache_flash_kernel<__nv_bfloat16, __nv_bfloat16, (vllm::Fp8KVCacheDataType)0…
      0.5       24,835,389      6,336      3,919.7      1,536.0      1,472    132,864     13,347.2  void per_token_group_quant_8bit_kernel<c10::BFloat16, __nv_fp8_e4m3, (bool)1, (bool)0, float>(const…
      0.5       24,607,035     12,192      2,018.3      1,984.0      1,856     82,624        996.5  void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::n…
      0.4       22,629,497      6,096      3,712.2      3,616.0      3,488     27,648        549.7  void flash::flash_fwd_splitkv_combine_kernel<Flash_fwd_kernel_traits<(int)128, (int)64, (int)128, (…
      0.4       22,346,267      6,336      3,526.9      3,424.0      3,360     15,456        553.1  void vllm::moe::topkGating<(int)8, (int)128, (int)4, (int)16, (int)32, int, __nv_bfloat16, (vllm::m…
      0.3       13,674,944          4  3,418,736.0  3,400,352.0  3,393,376  3,480,864     41,681.3  std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __n…
      0.3       13,303,102      6,204      2,144.3        896.0        832     76,096      6,934.2  triton_red_fused_2                                                                                  
      0.2        9,612,640      6,096      1,576.9      1,504.0      1,120     13,888        440.8  void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vl…
      0.2        7,876,832      6,204      1,269.6        768.0        704     47,264      2,792.4  triton_poi_fused__to_copy_permute_to_1                                                              
      0.1        7,209,280        192     37,548.3     37,488.0     24,192     88,672      4,773.4  nvjet_sm121_tst_mma_64x104x64_4_16x104x64_tmaAB_alignCD4_bz_TNNN                                    
      0.1        4,788,287      6,356        753.3        736.0        672      9,280        182.7  void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<cha…
      0.0        1,517,824        240      6,324.3      6,976.0      2,912     12,160      1,659.1  void vllm::moe::moe_align_block_size_kernel<int>(const T1 *, int *, int *, int *, int *, int, int, …
      0.0        1,369,248        240      5,705.2      6,528.0      1,120     10,208      2,378.4  void vllm::moe::count_and_sort_expert_tokens_kernel<int>(const T1 *, int *, int *, int *, unsigned …
      0.0        1,188,896        132      9,006.8      8,448.0      2,880     23,104      2,032.1  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.0          923,648        132      6,997.3      1,472.0      1,280    185,856     31,158.4  triton_poi_fused_2                                                                                  
      0.0          878,240        132      6,653.3      6,560.0      5,632     16,480        880.2  void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<…
      0.0          722,592        132      5,474.2      2,624.0      2,560     96,608     15,889.2  triton_red_fused__to_copy_add_mean_mul_pow_rsqrt_1                                                  
      0.0          646,080        132      4,894.5      3,552.0      3,392     47,616      7,529.3  void vllm::rms_norm_per_block_quant_kernel<c10::BFloat16, c10::Float8_e4m3fn, (bool)0, (bool)1, (in…
      0.0          643,968        132      4,878.5      1,728.0      1,664     92,928     14,103.1  triton_poi_fused__to_copy_embedding_0                                                               
      0.0          608,256        264      2,304.0      2,096.0      1,248      9,856      1,576.5  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.0          350,688        133      2,636.8      2,400.0      1,376     10,464      1,055.8  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.0          293,792        132      2,225.7        928.0        864     49,952      7,196.9  triton_red_fused_1                                                                                  
      0.0          261,568        132      1,981.6      1,888.0      1,856      3,904        340.1  _compute_slot_mapping_kernel                                                                        
      0.0          257,664         48      5,368.0      4,912.0      4,224     10,368      1,129.8  nvjet_sm121_tst_mma_64x56x64_6_16x56x64_tmaAB_alignCD4_splitK_TNNN                                  
      0.0          203,840        132      1,544.2      1,504.0      1,152      5,792        383.3  void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIterator…
      0.0          179,680        132      1,361.2      1,344.0      1,312      1,536         28.6  void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array…
      0.0          167,296        128      1,307.0      1,152.0      1,088      5,312        472.1  void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, lon…
      0.0          143,072        132      1,083.9      1,024.0        992      1,632        111.0  void at::native::vectorized_elementwise_kernel<(int)2, at::native::CUDAFunctor_add<long>, std::arra…
      0.0          131,808        132        998.5        992.0        960      1,248         36.0  void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctorOnSelf_add<int>, std::array<cha…
      0.0           80,960         48      1,686.7      1,632.0      1,536      3,392        270.2  void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat1…
      0.0           30,688          4      7,672.0      7,632.0      7,264      8,160        459.6  void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void …
      0.0            4,576          5        915.2        960.0        800      1,024        107.6  void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<int>, std::array<char *, (unsi…
      0.0            3,136          1      3,136.0      3,136.0      3,136      3,136          0.0  void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatte…
      0.0            3,040          4        760.0        768.0        736        768         16.0  void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<long>, std::array<char *, (uns…

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/cuda_gpu_mem_time_sum.py]... 

 ** CUDA GPU MemOps Summary (by Time) (cuda_gpu_mem_time_sum):

 Time (%)  Total Time (ns)  Count  Avg (ns)  Med (ns)  Min (ns)  Max (ns)  StdDev (ns)            Operation           
 --------  ---------------  -----  --------  --------  --------  --------  -----------  ------------------------------
     85.1       10,620,956  6,727   1,578.9     768.0       704    47,424      4,601.8  [CUDA memcpy Device-to-Device]
     11.0        1,370,944    931   1,472.5     736.0       192     6,816      1,393.7  [CUDA memcpy Host-to-Device]  
      3.5          438,144    132   3,319.3   3,360.0       576     5,888        488.6  [CUDA memcpy Device-to-Host]  
      0.5           56,832    132     430.5     400.0       192     3,872        350.0  [CUDA memset]                 

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/cuda_gpu_mem_size_sum.py]... 

 ** CUDA GPU MemOps Summary (by Size) (cuda_gpu_mem_size_sum):

 Total (MB)  Count  Avg (MB)  Med (MB)  Min (MB)  Max (MB)  StdDev (MB)            Operation           
 ----------  -----  --------  --------  --------  --------  -----------  ------------------------------
  1,716.372  6,727     0.255     0.016     0.000     8.389        1.394  [CUDA memcpy Device-to-Device]
      2.423    931     0.003     0.000     0.000     0.016        0.006  [CUDA memcpy Host-to-Device]  
      0.002    132     0.000     0.000     0.000     0.000        0.000  [CUDA memcpy Device-to-Host]  
      0.002    132     0.000     0.000     0.000     0.000        0.000  [CUDA memset]                 

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/openmp_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain OpenMP event data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/opengl_khr_range_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain KHR Extension (KHR_DEBUG) data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/opengl_khr_gpu_range_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain GPU KHR Extension (KHR_DEBUG) data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/vulkan_marker_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain Vulkan Debug Extension (Vulkan Debug Util) data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/vulkan_gpu_marker_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain GPU Vulkan Debug Extension (GPU Vulkan Debug markers) data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/dx11_pix_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain DX11 CPU debug markers.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/dx12_gpu_marker_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain DX12 GPU debug markers.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/dx12_pix_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain DX12 CPU debug markers.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/wddm_queue_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain WDDM context data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/um_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/um_total_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/um_cpu_page_faults_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain CUDA Unified Memory CPU page faults data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/openacc_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain OpenACC event data.

Processing [nsys_reports/qwen3_fp8_v6.sqlite] with [/opt/nvidia/nsight-systems/2026.1.3/target-linux-sbsa-armv8/reports/syscall_sum.py]... 
SKIPPED: nsys_reports/qwen3_fp8_v6.sqlite does not contain syscall data.

