
 ** NVTX Range Summary (nvtx_sum):

+----------+-----------------+-----------+---------------+---------------+-------------+-------------+-------------+---------+----------------------------+
| Time (%) | Total Time (ns) | Instances |   Avg (ns)    |   Med (ns)    |  Min (ns)   |  Max (ns)   | StdDev (ns) |  Style  |           Range            |
|      0.1 |       4,145,392 |         1 |   4,145,392.0 |   4,145,392.0 |   4,145,392 |   4,145,392 |         0.0 | PushPop | :decode_step983_tokens4    |
|      0.1 |       4,142,176 |         1 |   4,142,176.0 |   4,142,176.0 |   4,142,176 |   4,142,176 |         0.0 | PushPop | :decode_step797_tokens4    |
|      0.1 |       4,141,584 |         1 |   4,141,584.0 |   4,141,584.0 |   4,141,584 |   4,141,584 |         0.0 | PushPop | :decode_step424_tokens4    |
|      0.1 |       4,140,528 |         1 |   4,140,528.0 |   4,140,528.0 |   4,140,528 |   4,140,528 |         0.0 | PushPop | :decode_step621_tokens4    |
|      0.1 |       4,136,448 |         1 |   4,136,448.0 |   4,136,448.0 |   4,136,448 |   4,136,448 |         0.0 | PushPop | :decode_step705_tokens4    |
|      0.1 |       4,136,208 |         1 |   4,136,208.0 |   4,136,208.0 |   4,136,208 |   4,136,208 |         0.0 | PushPop | :decode_step431_tokens4    |
|      0.1 |       4,134,944 |         1 |   4,134,944.0 |   4,134,944.0 |   4,134,944 |   4,134,944 |         0.0 | PushPop | :decode_step588_tokens4    |
|      0.1 |       4,128,976 |         1 |   4,128,976.0 |   4,128,976.0 |   4,128,976 |   4,128,976 |         0.0 | PushPop | :decode_step676_tokens4    |
|      0.1 |       4,125,952 |         1 |   4,125,952.0 |   4,125,952.0 |   4,125,952 |   4,125,952 |         0.0 | PushPop | :decode_step389_tokens4    |
|      0.1 |       4,125,360 |         1 |   4,125,360.0 |   4,125,360.0 |   4,125,360 |   4,125,360 |         0.0 | PushPop | :decode_step653_tokens4    |
|      0.1 |       4,125,216 |         1 |   4,125,216.0 |   4,125,216.0 |   4,125,216 |   4,125,216 |         0.0 | PushPop | :decode_step376_tokens4    |
|      0.1 |       4,124,528 |         1 |   4,124,528.0 |   4,124,528.0 |   4,124,528 |   4,124,528 |         0.0 | PushPop | :decode_step798_tokens4    |
|      0.1 |       4,124,048 |         1 |   4,124,048.0 |   4,124,048.0 |   4,124,048 |   4,124,048 |         0.0 | PushPop | :decode_step612_tokens4    |
|      0.1 |       4,123,264 |         1 |   4,123,264.0 |   4,123,264.0 |   4,123,264 |   4,123,264 |         0.0 | PushPop | :decode_step217_tokens4    |
|      0.1 |       4,121,520 |         1 |   4,121,520.0 |   4,121,520.0 |   4,121,520 |   4,121,520 |         0.0 | PushPop | :decode_step161_tokens4    |
|      0.1 |       4,121,472 |         1 |   4,121,472.0 |   4,121,472.0 |   4,121,472 |   4,121,472 |         0.0 | PushPop | :decode_step724_tokens4    |
|      0.1 |       4,120,912 |         1 |   4,120,912.0 |   4,120,912.0 |   4,120,912 |   4,120,912 |         0.0 | PushPop | :decode_step357_tokens4    |
|      0.1 |       4,120,000 |         1 |   4,120,000.0 |   4,120,000.0 |   4,120,000 |   4,120,000 |         0.0 | PushPop | :decode_step1007_tokens4   |
|      0.1 |       4,119,504 |         1 |   4,119,504.0 |   4,119,504.0 |   4,119,504 |   4,119,504 |         0.0 | PushPop | :decode_step409_tokens4    |
|      0.1 |       4,117,968 |         1 |   4,117,968.0 |   4,117,968.0 |   4,117,968 |   4,117,968 |         0.0 | PushPop | :decode_step240_tokens4    |
|      0.1 |       4,116,048 |         1 |   4,116,048.0 |   4,116,048.0 |   4,116,048 |   4,116,048 |         0.0 | PushPop | :decode_step1026_tokens4   |
|      0.1 |       4,115,296 |         1 |   4,115,296.0 |   4,115,296.0 |   4,115,296 |   4,115,296 |         0.0 | PushPop | :decode_step537_tokens4    |
|      0.1 |       4,113,584 |         1 |   4,113,584.0 |   4,113,584.0 |   4,113,584 |   4,113,584 |         0.0 | PushPop | :decode_step730_tokens4    |
|      0.1 |       4,109,856 |         1 |   4,109,856.0 |   4,109,856.0 |   4,109,856 |   4,109,856 |         0.0 | PushPop | :decode_step334_tokens4    |
|      0.1 |       4,106,592 |         1 |   4,106,592.0 |   4,106,592.0 |   4,106,592 |   4,106,592 |         0.0 | PushPop | :decode_step478_tokens4    |
|      0.1 |       4,105,120 |         1 |   4,105,120.0 |   4,105,120.0 |   4,105,120 |   4,105,120 |         0.0 | PushPop | :decode_step693_tokens4    |
|      0.1 |       4,104,224 |         1 |   4,104,224.0 |   4,104,224.0 |   4,104,224 |   4,104,224 |         0.0 | PushPop | :decode_step189_tokens4    |
|      0.1 |       4,102,608 |         1 |   4,102,608.0 |   4,102,608.0 |   4,102,608 |   4,102,608 |         0.0 | PushPop | :decode_step313_tokens4    |
|      0.1 |       4,102,320 |         1 |   4,102,320.0 |   4,102,320.0 |   4,102,320 |   4,102,320 |         0.0 | PushPop | :decode_step893_tokens4    |
|      0.1 |       4,099,104 |         1 |   4,099,104.0 |   4,099,104.0 |   4,099,104 |   4,099,104 |         0.0 | PushPop | :decode_step842_tokens4    |
|      0.1 |       4,098,512 |         1 |   4,098,512.0 |   4,098,512.0 |   4,098,512 |   4,098,512 |         0.0 | PushPop | :decode_step402_tokens4    |
|      0.1 |       4,097,376 |         1 |   4,097,376.0 |   4,097,376.0 |   4,097,376 |   4,097,376 |         0.0 | PushPop | :decode_step751_tokens4    |
|      0.1 |       4,096,800 |         1 |   4,096,800.0 |   4,096,800.0 |   4,096,800 |   4,096,800 |         0.0 | PushPop | :decode_step159_tokens4    |
|      0.1 |       4,095,104 |         1 |   4,095,104.0 |   4,095,104.0 |   4,095,104 |   4,095,104 |         0.0 | PushPop | :decode_step875_tokens4    |
|      0.1 |       4,094,432 |         1 |   4,094,432.0 |   4,094,432.0 |   4,094,432 |   4,094,432 |         0.0 | PushPop | :decode_step356_tokens4    |
|      0.1 |       4,092,560 |         1 |   4,092,560.0 |   4,092,560.0 |   4,092,560 |   4,092,560 |         0.0 | PushPop | :decode_step488_tokens4    |
|      0.1 |       4,091,376 |         1 |   4,091,376.0 |   4,091,376.0 |   4,091,376 |   4,091,376 |         0.0 | PushPop | :decode_step765_tokens4    |
|      0.1 |       4,091,120 |         1 |   4,091,120.0 |   4,091,120.0 |   4,091,120 |   4,091,120 |         0.0 | PushPop | :decode_step277_tokens4    |
|      0.1 |       4,090,736 |         1 |   4,090,736.0 |   4,090,736.0 |   4,090,736 |   4,090,736 |         0.0 | PushPop | :decode_step764_tokens4    |
|      0.1 |       4,089,328 |         1 |   4,089,328.0 |   4,089,328.0 |   4,089,328 |   4,089,328 |         0.0 | PushPop | :decode_step759_tokens4    |
|      0.1 |       4,089,056 |         1 |   4,089,056.0 |   4,089,056.0 |   4,089,056 |   4,089,056 |         0.0 | PushPop | :decode_step739_tokens4    |
|      0.1 |       4,082,368 |         1 |   4,082,368.0 |   4,082,368.0 |   4,082,368 |   4,082,368 |         0.0 | PushPop | :decode_step274_tokens4    |
|      0.1 |       4,081,840 |         1 |   4,081,840.0 |   4,081,840.0 |   4,081,840 |   4,081,840 |         0.0 | PushPop | :decode_step524_tokens4    |
|      0.1 |       4,079,760 |         1 |   4,079,760.0 |   4,079,760.0 |   4,079,760 |   4,079,760 |         0.0 | PushPop | :decode_step327_tokens4    |
|      0.1 |       4,078,288 |         1 |   4,078,288.0 |   4,078,288.0 |   4,078,288 |   4,078,288 |         0.0 | PushPop | :decode_step960_tokens4    |
|      0.1 |       4,078,016 |         1 |   4,078,016.0 |   4,078,016.0 |   4,078,016 |   4,078,016 |         0.0 | PushPop | :decode_step211_tokens4    |
|      0.1 |       4,077,712 |         1 |   4,077,712.0 |   4,077,712.0 |   4,077,712 |   4,077,712 |         0.0 | PushPop | :decode_step777_tokens4    |
|      0.1 |       4,077,696 |         1 |   4,077,696.0 |   4,077,696.0 |   4,077,696 |   4,077,696 |         0.0 | PushPop | :decode_step852_tokens4    |
|      0.1 |       4,075,568 |         1 |   4,075,568.0 |   4,075,568.0 |   4,075,568 |   4,075,568 |         0.0 | PushPop | :decode_step394_tokens4    |
|      0.1 |       4,073,584 |         1 |   4,073,584.0 |   4,073,584.0 |   4,073,584 |   4,073,584 |         0.0 | PushPop | :decode_step367_tokens4    |
|      0.1 |       4,072,400 |         1 |   4,072,400.0 |   4,072,400.0 |   4,072,400 |   4,072,400 |         0.0 | PushPop | :decode_step840_tokens4    |
|      0.1 |       4,071,184 |         1 |   4,071,184.0 |   4,071,184.0 |   4,071,184 |   4,071,184 |         0.0 | PushPop | :decode_step247_tokens4    |
|      0.1 |       4,070,080 |         1 |   4,070,080.0 |   4,070,080.0 |   4,070,080 |   4,070,080 |         0.0 | PushPop | :decode_step236_tokens4    |
|      0.1 |       4,069,184 |         1 |   4,069,184.0 |   4,069,184.0 |   4,069,184 |   4,069,184 |         0.0 | PushPop | :decode_step628_tokens4    |
|      0.1 |       4,068,880 |         1 |   4,068,880.0 |   4,068,880.0 |   4,068,880 |   4,068,880 |         0.0 | PushPop | :decode_step422_tokens4    |
|      0.1 |       4,066,528 |         1 |   4,066,528.0 |   4,066,528.0 |   4,066,528 |   4,066,528 |         0.0 | PushPop | :decode_step311_tokens4    |
|      0.1 |       4,066,480 |         1 |   4,066,480.0 |   4,066,480.0 |   4,066,480 |   4,066,480 |         0.0 | PushPop | :decode_step518_tokens4    |
|      0.1 |       4,066,464 |         1 |   4,066,464.0 |   4,066,464.0 |   4,066,464 |   4,066,464 |         0.0 | PushPop | :decode_step611_tokens4    |
|      0.1 |       4,063,840 |         1 |   4,063,840.0 |   4,063,840.0 |   4,063,840 |   4,063,840 |         0.0 | PushPop | :decode_step657_tokens4    |
|      0.1 |       4,061,888 |         1 |   4,061,888.0 |   4,061,888.0 |   4,061,888 |   4,061,888 |         0.0 | PushPop | :decode_step160_tokens4    |
|      0.1 |       4,061,824 |         1 |   4,061,824.0 |   4,061,824.0 |   4,061,824 |   4,061,824 |         0.0 | PushPop | :decode_step860_tokens4    |
|      0.1 |       4,061,680 |         1 |   4,061,680.0 |   4,061,680.0 |   4,061,680 |   4,061,680 |         0.0 | PushPop | :decode_step879_tokens4    |
|      0.1 |       4,059,264 |         1 |   4,059,264.0 |   4,059,264.0 |   4,059,264 |   4,059,264 |         0.0 | PushPop | :decode_step802_tokens4    |
|      0.1 |       4,056,080 |         1 |   4,056,080.0 |   4,056,080.0 |   4,056,080 |   4,056,080 |         0.0 | PushPop | :decode_step555_tokens4    |
|      0.1 |       4,055,280 |         1 |   4,055,280.0 |   4,055,280.0 |   4,055,280 |   4,055,280 |         0.0 | PushPop | :decode_step967_tokens4    |
|      0.1 |       4,049,392 |         1 |   4,049,392.0 |   4,049,392.0 |   4,049,392 |   4,049,392 |         0.0 | PushPop | :decode_step512_tokens4    |
|      0.1 |       4,049,264 |         1 |   4,049,264.0 |   4,049,264.0 |   4,049,264 |   4,049,264 |         0.0 | PushPop | :decode_step692_tokens4    |
|      0.1 |       4,049,072 |         1 |   4,049,072.0 |   4,049,072.0 |   4,049,072 |   4,049,072 |         0.0 | PushPop | :decode_step365_tokens4    |
|      0.1 |       4,049,008 |         1 |   4,049,008.0 |   4,049,008.0 |   4,049,008 |   4,049,008 |         0.0 | PushPop | :decode_step582_tokens4    |
|      0.1 |       4,048,496 |         1 |   4,048,496.0 |   4,048,496.0 |   4,048,496 |   4,048,496 |         0.0 | PushPop | :decode_step878_tokens4    |
|      0.1 |       4,047,584 |         1 |   4,047,584.0 |   4,047,584.0 |   4,047,584 |   4,047,584 |         0.0 | PushPop | :decode_step768_tokens4    |
|      0.1 |       4,046,128 |         1 |   4,046,128.0 |   4,046,128.0 |   4,046,128 |   4,046,128 |         0.0 | PushPop | :decode_step774_tokens4    |
|      0.1 |       4,044,048 |         1 |   4,044,048.0 |   4,044,048.0 |   4,044,048 |   4,044,048 |         0.0 | PushPop | :decode_step778_tokens4    |
|      0.1 |       4,041,488 |         1 |   4,041,488.0 |   4,041,488.0 |   4,041,488 |   4,041,488 |         0.0 | PushPop | :decode_step476_tokens4    |
|      0.1 |       4,039,408 |         1 |   4,039,408.0 |   4,039,408.0 |   4,039,408 |   4,039,408 |         0.0 | PushPop | :decode_step655_tokens4    |
|      0.1 |       4,038,240 |         1 |   4,038,240.0 |   4,038,240.0 |   4,038,240 |   4,038,240 |         0.0 | PushPop | :decode_step664_tokens4    |
|      0.1 |       4,036,992 |         1 |   4,036,992.0 |   4,036,992.0 |   4,036,992 |   4,036,992 |         0.0 | PushPop | :decode_step549_tokens4    |
|      0.1 |       4,034,992 |         1 |   4,034,992.0 |   4,034,992.0 |   4,034,992 |   4,034,992 |         0.0 | PushPop | :decode_step996_tokens4    |
|      0.1 |       4,034,768 |         1 |   4,034,768.0 |   4,034,768.0 |   4,034,768 |   4,034,768 |         0.0 | PushPop | :decode_step1029_tokens4   |
|      0.1 |       4,032,256 |         1 |   4,032,256.0 |   4,032,256.0 |   4,032,256 |   4,032,256 |         0.0 | PushPop | :decode_step163_tokens4    |
|      0.1 |       4,031,312 |         1 |   4,031,312.0 |   4,031,312.0 |   4,031,312 |   4,031,312 |         0.0 | PushPop | :decode_step954_tokens4    |
|      0.1 |       4,030,256 |         1 |   4,030,256.0 |   4,030,256.0 |   4,030,256 |   4,030,256 |         0.0 | PushPop | :decode_step176_tokens4    |
|      0.1 |       4,029,648 |         1 |   4,029,648.0 |   4,029,648.0 |   4,029,648 |   4,029,648 |         0.0 | PushPop | :decode_step489_tokens4    |
|      0.1 |       4,029,392 |         1 |   4,029,392.0 |   4,029,392.0 |   4,029,392 |   4,029,392 |         0.0 | PushPop | :decode_step843_tokens4    |
|      0.1 |       4,028,640 |         1 |   4,028,640.0 |   4,028,640.0 |   4,028,640 |   4,028,640 |         0.0 | PushPop | :decode_step958_tokens4    |
|      0.1 |       4,027,152 |         1 |   4,027,152.0 |   4,027,152.0 |   4,027,152 |   4,027,152 |         0.0 | PushPop | :decode_step1021_tokens4   |
|      0.1 |       4,026,336 |         1 |   4,026,336.0 |   4,026,336.0 |   4,026,336 |   4,026,336 |         0.0 | PushPop | :decode_step1022_tokens4   |
|      0.1 |       4,025,952 |         1 |   4,025,952.0 |   4,025,952.0 |   4,025,952 |   4,025,952 |         0.0 | PushPop | :decode_step526_tokens4    |
|      0.1 |       4,025,664 |         1 |   4,025,664.0 |   4,025,664.0 |   4,025,664 |   4,025,664 |         0.0 | PushPop | :decode_step177_tokens4    |
|      0.1 |       4,025,584 |         1 |   4,025,584.0 |   4,025,584.0 |   4,025,584 |   4,025,584 |         0.0 | PushPop | :decode_step998_tokens4    |
|      0.1 |       4,020,944 |         1 |   4,020,944.0 |   4,020,944.0 |   4,020,944 |   4,020,944 |         0.0 | PushPop | :decode_step734_tokens4    |
|      0.1 |       4,020,096 |         1 |   4,020,096.0 |   4,020,096.0 |   4,020,096 |   4,020,096 |         0.0 | PushPop | :decode_step249_tokens4    |
|      0.1 |       4,018,640 |         1 |   4,018,640.0 |   4,018,640.0 |   4,018,640 |   4,018,640 |         0.0 | PushPop | :decode_step805_tokens4    |
|      0.1 |       4,018,272 |         1 |   4,018,272.0 |   4,018,272.0 |   4,018,272 |   4,018,272 |         0.0 | PushPop | :decode_step801_tokens4    |
|      0.1 |       4,015,088 |         1 |   4,015,088.0 |   4,015,088.0 |   4,015,088 |   4,015,088 |         0.0 | PushPop | :decode_step169_tokens4    |
|      0.1 |       4,011,424 |         1 |   4,011,424.0 |   4,011,424.0 |   4,011,424 |   4,011,424 |         0.0 | PushPop | :decode_step400_tokens4    |
|      0.1 |       4,010,256 |         1 |   4,010,256.0 |   4,010,256.0 |   4,010,256 |   4,010,256 |         0.0 | PushPop | :decode_step1014_tokens4   |
|      0.1 |       4,003,888 |         1 |   4,003,888.0 |   4,003,888.0 |   4,003,888 |   4,003,888 |         0.0 | PushPop | :decode_step663_tokens4    |
|      0.1 |       3,997,840 |         1 |   3,997,840.0 |   3,997,840.0 |   3,997,840 |   3,997,840 |         0.0 | PushPop | :decode_step257_tokens4    |
|      0.1 |       3,997,760 |         1 |   3,997,760.0 |   3,997,760.0 |   3,997,760 |   3,997,760 |         0.0 | PushPop | :decode_step999_tokens4    |
|      0.1 |       3,995,840 |         1 |   3,995,840.0 |   3,995,840.0 |   3,995,840 |   3,995,840 |         0.0 | PushPop | :decode_step760_tokens4    |
|      0.1 |       3,991,872 |         1 |   3,991,872.0 |   3,991,872.0 |   3,991,872 |   3,991,872 |         0.0 | PushPop | :decode_step691_tokens4    |
|      0.1 |       3,990,240 |         1 |   3,990,240.0 |   3,990,240.0 |   3,990,240 |   3,990,240 |         0.0 | PushPop | :decode_step824_tokens4    |
|      0.1 |       3,989,264 |         1 |   3,989,264.0 |   3,989,264.0 |   3,989,264 |   3,989,264 |         0.0 | PushPop | :decode_step220_tokens4    |
|      0.1 |       3,988,960 |         1 |   3,988,960.0 |   3,988,960.0 |   3,988,960 |   3,988,960 |         0.0 | PushPop | :decode_step865_tokens4    |
|      0.1 |       3,988,592 |         1 |   3,988,592.0 |   3,988,592.0 |   3,988,592 |   3,988,592 |         0.0 | PushPop | :decode_step1034_tokens4   |
|      0.1 |       3,986,624 |         1 |   3,986,624.0 |   3,986,624.0 |   3,986,624 |   3,986,624 |         0.0 | PushPop | :decode_step451_tokens4    |
|      0.1 |       3,983,968 |         1 |   3,983,968.0 |   3,983,968.0 |   3,983,968 |   3,983,968 |         0.0 | PushPop | :decode_step292_tokens4    |
|      0.1 |       3,980,272 |         1 |   3,980,272.0 |   3,980,272.0 |   3,980,272 |   3,980,272 |         0.0 | PushPop | :decode_step735_tokens4    |
|      0.1 |       3,975,072 |         1 |   3,975,072.0 |   3,975,072.0 |   3,975,072 |   3,975,072 |         0.0 | PushPop | :decode_step387_tokens4    |
|      0.1 |       3,973,472 |         1 |   3,973,472.0 |   3,973,472.0 |   3,973,472 |   3,973,472 |         0.0 | PushPop | :decode_step1020_tokens4   |
|      0.1 |       3,968,464 |         1 |   3,968,464.0 |   3,968,464.0 |   3,968,464 |   3,968,464 |         0.0 | PushPop | :decode_step439_tokens4    |
|      0.1 |       3,968,336 |         1 |   3,968,336.0 |   3,968,336.0 |   3,968,336 |   3,968,336 |         0.0 | PushPop | :decode_step970_tokens4    |
|      0.1 |       3,967,568 |         1 |   3,967,568.0 |   3,967,568.0 |   3,967,568 |   3,967,568 |         0.0 | PushPop | :decode_step595_tokens4    |
|      0.1 |       3,967,488 |         1 |   3,967,488.0 |   3,967,488.0 |   3,967,488 |   3,967,488 |         0.0 | PushPop | :decode_step238_tokens4    |
|      0.1 |       3,966,848 |         1 |   3,966,848.0 |   3,966,848.0 |   3,966,848 |   3,966,848 |         0.0 | PushPop | :decode_step183_tokens4    |
|      0.1 |       3,966,032 |         1 |   3,966,032.0 |   3,966,032.0 |   3,966,032 |   3,966,032 |         0.0 | PushPop | :decode_step390_tokens4    |
|      0.1 |       3,965,424 |         1 |   3,965,424.0 |   3,965,424.0 |   3,965,424 |   3,965,424 |         0.0 | PushPop | :decode_step725_tokens4    |
|      0.1 |       3,965,248 |         1 |   3,965,248.0 |   3,965,248.0 |   3,965,248 |   3,965,248 |         0.0 | PushPop | :decode_step273_tokens4    |
|      0.1 |       3,963,424 |         1 |   3,963,424.0 |   3,963,424.0 |   3,963,424 |   3,963,424 |         0.0 | PushPop | :decode_step369_tokens4    |
|      0.1 |       3,961,136 |         1 |   3,961,136.0 |   3,961,136.0 |   3,961,136 |   3,961,136 |         0.0 | PushPop | :decode_step782_tokens4    |
|      0.1 |       3,960,352 |         1 |   3,960,352.0 |   3,960,352.0 |   3,960,352 |   3,960,352 |         0.0 | PushPop | :decode_step208_tokens4    |
|      0.1 |       3,960,080 |         1 |   3,960,080.0 |   3,960,080.0 |   3,960,080 |   3,960,080 |         0.0 | PushPop | :decode_step162_tokens4    |
|      0.1 |       3,959,472 |         1 |   3,959,472.0 |   3,959,472.0 |   3,959,472 |   3,959,472 |         0.0 | PushPop | :decode_step1033_tokens4   |
|      0.1 |       3,957,824 |         1 |   3,957,824.0 |   3,957,824.0 |   3,957,824 |   3,957,824 |         0.0 | PushPop | :decode_step434_tokens4    |
|      0.1 |       3,957,328 |         1 |   3,957,328.0 |   3,957,328.0 |   3,957,328 |   3,957,328 |         0.0 | PushPop | :decode_step610_tokens4    |
|      0.1 |       3,956,192 |         1 |   3,956,192.0 |   3,956,192.0 |   3,956,192 |   3,956,192 |         0.0 | PushPop | :decode_step557_tokens4    |
|      0.1 |       3,955,872 |         1 |   3,955,872.0 |   3,955,872.0 |   3,955,872 |   3,955,872 |         0.0 | PushPop | :decode_step613_tokens4    |
|      0.1 |       3,955,664 |         1 |   3,955,664.0 |   3,955,664.0 |   3,955,664 |   3,955,664 |         0.0 | PushPop | :decode_step378_tokens4    |
|      0.1 |       3,955,616 |         1 |   3,955,616.0 |   3,955,616.0 |   3,955,616 |   3,955,616 |         0.0 | PushPop | :decode_step320_tokens4    |
|      0.1 |       3,954,720 |         1 |   3,954,720.0 |   3,954,720.0 |   3,954,720 |   3,954,720 |         0.0 | PushPop | :decode_step887_tokens4    |
|      0.1 |       3,954,448 |         1 |   3,954,448.0 |   3,954,448.0 |   3,954,448 |   3,954,448 |         0.0 | PushPop | :decode_step300_tokens4    |
|      0.1 |       3,953,728 |         1 |   3,953,728.0 |   3,953,728.0 |   3,953,728 |   3,953,728 |         0.0 | PushPop | :decode_step638_tokens4    |
|      0.1 |       3,949,152 |         1 |   3,949,152.0 |   3,949,152.0 |   3,949,152 |   3,949,152 |         0.0 | PushPop | :decode_step619_tokens4    |
|      0.1 |       3,944,480 |         1 |   3,944,480.0 |   3,944,480.0 |   3,944,480 |   3,944,480 |         0.0 | PushPop | :decode_step519_tokens4    |
|      0.1 |       3,944,288 |         1 |   3,944,288.0 |   3,944,288.0 |   3,944,288 |   3,944,288 |         0.0 | PushPop | :decode_step262_tokens4    |
|      0.1 |       3,943,584 |         1 |   3,943,584.0 |   3,943,584.0 |   3,943,584 |   3,943,584 |         0.0 | PushPop | :decode_step769_tokens4    |
|      0.1 |       3,943,536 |         1 |   3,943,536.0 |   3,943,536.0 |   3,943,536 |   3,943,536 |         0.0 | PushPop | :decode_step616_tokens4    |
|      0.1 |       3,942,736 |         1 |   3,942,736.0 |   3,942,736.0 |   3,942,736 |   3,942,736 |         0.0 | PushPop | :decode_step351_tokens4    |
|      0.1 |       3,942,320 |         1 |   3,942,320.0 |   3,942,320.0 |   3,942,320 |   3,942,320 |         0.0 | PushPop | :decode_step506_tokens4    |
|      0.1 |       3,940,928 |         1 |   3,940,928.0 |   3,940,928.0 |   3,940,928 |   3,940,928 |         0.0 | PushPop | :decode_step885_tokens4    |
|      0.1 |       3,939,120 |         1 |   3,939,120.0 |   3,939,120.0 |   3,939,120 |   3,939,120 |         0.0 | PushPop | :decode_step366_tokens4    |
|      0.1 |       3,938,624 |         1 |   3,938,624.0 |   3,938,624.0 |   3,938,624 |   3,938,624 |         0.0 | PushPop | :decode_step601_tokens4    |
|      0.1 |       3,938,416 |         1 |   3,938,416.0 |   3,938,416.0 |   3,938,416 |   3,938,416 |         0.0 | PushPop | :decode_step614_tokens4    |
|      0.1 |       3,938,240 |         1 |   3,938,240.0 |   3,938,240.0 |   3,938,240 |   3,938,240 |         0.0 | PushPop | :decode_step961_tokens4    |
|      0.1 |       3,938,032 |         1 |   3,938,032.0 |   3,938,032.0 |   3,938,032 |   3,938,032 |         0.0 | PushPop | :decode_step723_tokens4    |
|      0.1 |       3,937,664 |         1 |   3,937,664.0 |   3,937,664.0 |   3,937,664 |   3,937,664 |         0.0 | PushPop | :decode_step250_tokens4    |
|      0.1 |       3,936,368 |         1 |   3,936,368.0 |   3,936,368.0 |   3,936,368 |   3,936,368 |         0.0 | PushPop | :decode_step752_tokens4    |
|      0.1 |       3,936,160 |         1 |   3,936,160.0 |   3,936,160.0 |   3,936,160 |   3,936,160 |         0.0 | PushPop | :decode_step714_tokens4    |
|      0.1 |       3,936,048 |         1 |   3,936,048.0 |   3,936,048.0 |   3,936,048 |   3,936,048 |         0.0 | PushPop | :decode_step440_tokens4    |
|      0.1 |       3,935,824 |         1 |   3,935,824.0 |   3,935,824.0 |   3,935,824 |   3,935,824 |         0.0 | PushPop | :decode_step330_tokens4    |
|      0.1 |       3,935,440 |         1 |   3,935,440.0 |   3,935,440.0 |   3,935,440 |   3,935,440 |         0.0 | PushPop | :decode_step430_tokens4    |
|      0.1 |       3,933,264 |         1 |   3,933,264.0 |   3,933,264.0 |   3,933,264 |   3,933,264 |         0.0 | PushPop | :decode_step284_tokens4    |
|      0.1 |       3,929,632 |         1 |   3,929,632.0 |   3,929,632.0 |   3,929,632 |   3,929,632 |         0.0 | PushPop | :decode_step747_tokens4    |
|      0.1 |       3,928,080 |         1 |   3,928,080.0 |   3,928,080.0 |   3,928,080 |   3,928,080 |         0.0 | PushPop | :decode_step553_tokens4    |
|      0.1 |       3,926,528 |         1 |   3,926,528.0 |   3,926,528.0 |   3,926,528 |   3,926,528 |         0.0 | PushPop | :decode_step590_tokens4    |
|      0.1 |       3,925,248 |         1 |   3,925,248.0 |   3,925,248.0 |   3,925,248 |   3,925,248 |         0.0 | PushPop | :decode_step482_tokens4    |
|      0.1 |       3,922,976 |         1 |   3,922,976.0 |   3,922,976.0 |   3,922,976 |   3,922,976 |         0.0 | PushPop | :decode_step779_tokens4    |
|      0.1 |       3,922,944 |         1 |   3,922,944.0 |   3,922,944.0 |   3,922,944 |   3,922,944 |         0.0 | PushPop | :decode_step890_tokens4    |
|      0.1 |       3,922,240 |         1 |   3,922,240.0 |   3,922,240.0 |   3,922,240 |   3,922,240 |         0.0 | PushPop | :decode_step371_tokens4    |
|      0.1 |       3,922,128 |         1 |   3,922,128.0 |   3,922,128.0 |   3,922,128 |   3,922,128 |         0.0 | PushPop | :decode_step857_tokens4    |
|      0.1 |       3,921,056 |         1 |   3,921,056.0 |   3,921,056.0 |   3,921,056 |   3,921,056 |         0.0 | PushPop | :decode_step213_tokens4    |
|      0.1 |       3,920,432 |         1 |   3,920,432.0 |   3,920,432.0 |   3,920,432 |   3,920,432 |         0.0 | PushPop | :decode_step969_tokens4    |
|      0.1 |       3,920,368 |         1 |   3,920,368.0 |   3,920,368.0 |   3,920,368 |   3,920,368 |         0.0 | PushPop | :decode_step258_tokens4    |
|      0.1 |       3,919,488 |         1 |   3,919,488.0 |   3,919,488.0 |   3,919,488 |   3,919,488 |         0.0 | PushPop | :decode_step312_tokens4    |
|      0.1 |       3,915,808 |         1 |   3,915,808.0 |   3,915,808.0 |   3,915,808 |   3,915,808 |         0.0 | PushPop | :decode_step748_tokens4    |
|      0.1 |       3,915,664 |         1 |   3,915,664.0 |   3,915,664.0 |   3,915,664 |   3,915,664 |         0.0 | PushPop | :decode_step525_tokens4    |
|      0.1 |       3,913,072 |         1 |   3,913,072.0 |   3,913,072.0 |   3,913,072 |   3,913,072 |         0.0 | PushPop | :decode_step558_tokens4    |
|      0.1 |       3,913,072 |         1 |   3,913,072.0 |   3,913,072.0 |   3,913,072 |   3,913,072 |         0.0 | PushPop | :decode_step661_tokens4    |
|      0.1 |       3,912,912 |         1 |   3,912,912.0 |   3,912,912.0 |   3,912,912 |   3,912,912 |         0.0 | PushPop | :decode_step968_tokens4    |
|      0.1 |       3,912,896 |         1 |   3,912,896.0 |   3,912,896.0 |   3,912,896 |   3,912,896 |         0.0 | PushPop | :decode_step845_tokens4    |
|      0.1 |       3,912,320 |         1 |   3,912,320.0 |   3,912,320.0 |   3,912,320 |   3,912,320 |         0.0 | PushPop | :decode_step784_tokens4    |
|      0.1 |       3,911,424 |         1 |   3,911,424.0 |   3,911,424.0 |   3,911,424 |   3,911,424 |         0.0 | PushPop | :decode_step288_tokens4    |
